"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"WIPRO","EQ","10-Sep-2018","        324.70","        324.40","        328.00","        323.20","        325.00","        325.00","        325.83","    6362612","          2073126741.50","      72301","    4610349","         72.46"
"WIPRO","EQ","11-Sep-2018","        325.00","        326.95","        328.00","        323.15","        324.00","        323.95","        324.90","    4766569","          1548659297.50","      57578","    1973976","         41.41"
"WIPRO","EQ","12-Sep-2018","        323.95","        325.05","        330.50","        325.05","        328.20","        328.75","        328.15","    6264065","          2055552123.30","     110966","    3694995","         58.99"
"WIPRO","EQ","14-Sep-2018","        328.75","        328.75","        333.00","        324.20","        333.00","        330.20","        327.83","    4276779","          1402048804.35","      60834","    2579151","         60.31"
"WIPRO","EQ","17-Sep-2018","        330.20","        332.25","        336.00","        328.10","        330.00","        329.90","        332.95","    4632353","          1542340500.35","      97739","    1927892","         41.62"
"WIPRO","EQ","18-Sep-2018","        329.90","        329.40","        333.55","        325.00","        332.35","        332.55","        330.25","    2718255","           897703696.60","      45063","    1032251","         37.97"
"WIPRO","EQ","19-Sep-2018","        332.55","        333.40","        333.55","        327.05","        331.20","        332.70","        331.14","    2924075","           968267974.55","      73835","    1389614","         47.52"
"WIPRO","EQ","21-Sep-2018","        332.70","        331.90","        337.90","        328.00","        336.50","        335.20","        333.98","    6637721","          2216838874.50","      93400","    3622609","         54.58"
"WIPRO","EQ","24-Sep-2018","        335.20","        330.25","        338.00","        330.25","        332.00","        332.70","        334.93","    3740868","          1252933895.25","      49877","    1533437","         40.99"
"WIPRO","EQ","25-Sep-2018","        332.70","        333.00","        334.90","        326.25","        327.50","        328.30","        331.07","    3389131","          1122038228.95","      55572","    1551971","         45.79"
"WIPRO","EQ","26-Sep-2018","        328.30","        328.20","        328.95","        316.40","        319.85","        319.25","        321.31","    7864825","          2527052971.90","      88990","    4224831","         53.72"
"WIPRO","EQ","27-Sep-2018","        319.25","        321.90","        323.65","        316.70","        318.75","        318.95","        319.50","   17997289","          5750155709.25","     122050","   12908534","         71.72"
"WIPRO","EQ","28-Sep-2018","        318.95","        319.00","        326.65","        315.40","        322.90","        324.00","        323.53","    6912444","          2236401171.25","     103176","    4861073","         70.32"
"WIPRO","EQ","01-Oct-2018","        324.00","        324.00","        332.45","        323.00","        330.70","        330.15","        329.22","    4079726","          1343135250.10","      76409","    2198998","         53.90"
"WIPRO","EQ","03-Oct-2018","        330.15","        329.35","        330.00","        322.50","        328.00","        327.50","        326.48","    3581472","          1169276343.70","      54454","    1885815","         52.65"
"WIPRO","EQ","04-Oct-2018","        327.50","        325.10","        330.40","        321.60","        325.45","        325.65","        326.96","    4611187","          1507691222.55","      88059","    2877134","         62.39"
"WIPRO","EQ","05-Oct-2018","        325.65","        324.80","        327.95","        321.20","        322.10","        325.30","        325.18","    3351631","          1089877051.00","      72176","    2163693","         64.56"
"WIPRO","EQ","08-Oct-2018","        325.30","        321.40","        323.40","        312.70","        317.50","        317.50","        317.12","    3549522","          1125606741.50","      63509","    1909644","         53.80"
"WIPRO","EQ","09-Oct-2018","        317.50","        317.00","        322.80","        311.70","        321.00","        321.65","        319.37","    3724535","          1189496399.05","      52501","    2002640","         53.77"
"WIPRO","EQ","10-Oct-2018","        321.65","        320.40","        320.75","        310.15","        316.90","        315.95","        314.51","    3661605","          1151613462.80","      52560","    1607444","         43.90"
"WIPRO","EQ","11-Oct-2018","        315.95","        308.00","        315.45","        304.85","        313.50","        313.05","        311.25","    2676772","           833144800.95","      55746","    1237840","         46.24"
"WIPRO","EQ","12-Oct-2018","        313.05","        316.15","        319.95","        309.50","        316.30","        316.30","        313.81","    3360276","          1054478561.95","      52457","    1732673","         51.56"
"WIPRO","EQ","15-Oct-2018","        316.30","        317.35","        322.05","        314.15","        320.00","        319.95","        319.34","    3128553","           999064456.15","      41578","    1952478","         62.41"
