"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"HCLTECH","EQ","16-Oct-2017","        926.50","        926.50","        932.90","        920.00","        923.70","        923.00","        924.79","     825577","           763482102.60","      44860","     604110","         73.17"
"HCLTECH","EQ","17-Oct-2017","        923.00","        918.30","        933.85","        918.30","        923.00","        923.30","        924.79","     480212","           444093411.85","      29010","     297446","         61.94"
"HCLTECH","EQ","18-Oct-2017","        923.30","        926.00","        931.00","        917.80","        923.00","        923.70","        924.05","     580343","           536265229.85","      31321","     425830","         73.38"
"HCLTECH","EQ","19-Oct-2017","        923.70","        916.60","        926.00","        916.60","        924.00","        922.30","        921.33","      29194","            26897289.75","       1220","      10746","         36.81"
"HCLTECH","EQ","23-Oct-2017","        922.30","        922.80","        943.80","        922.10","        940.00","        937.25","        936.06","    1798697","          1683683199.70","      65027","    1373623","         76.37"
"HCLTECH","EQ","24-Oct-2017","        937.25","        939.00","        939.50","        908.05","        912.90","        914.55","        922.36","    1577826","          1455327710.05","      66126","    1190837","         75.47"
"HCLTECH","EQ","25-Oct-2017","        914.55","        894.40","        924.00","        876.00","        903.15","        907.05","        898.99","    3073840","          2763336484.60","      72709","    1615155","         52.55"
"HCLTECH","EQ","26-Oct-2017","        907.05","        906.75","        910.00","        858.00","        865.00","        869.05","        870.12","    5782571","          5031518761.65","     119822","    4313860","         74.60"
"HCLTECH","EQ","27-Oct-2017","        869.05","        870.05","        871.80","        852.25","        856.95","        854.95","        860.92","    2296184","          1976823374.95","      61513","    1471512","         64.09"
"HCLTECH","EQ","30-Oct-2017","        854.95","        860.00","        863.45","        832.00","        838.75","        836.35","        841.06","    3625726","          3049439395.70","      58912","    2857926","         78.82"
"HCLTECH","EQ","31-Oct-2017","        836.35","        840.00","        860.65","        837.00","        855.30","        855.80","        852.06","    1479364","          1260505811.90","      65548","     854770","         57.78"
"HCLTECH","EQ","01-Nov-2017","        855.80","        860.00","        860.65","        838.00","        841.00","        840.65","        843.39","    1628831","          1373746793.95","      50525","    1199019","         73.61"
"HCLTECH","EQ","02-Nov-2017","        840.65","        844.40","        860.00","        841.15","        858.05","        857.90","        854.09","    1482841","          1266472923.35","      83311","    1069190","         72.10"
"HCLTECH","EQ","03-Nov-2017","        857.90","        860.00","        860.00","        844.95","        848.20","        847.15","        849.48","    1380586","          1172775471.90","      34713","    1116473","         80.87"
"HCLTECH","EQ","06-Nov-2017","        847.15","        852.00","        855.25","        837.60","        843.95","        845.05","        843.57","    1136684","           958867929.95","      43831","     736497","         64.79"
"HCLTECH","EQ","07-Nov-2017","        845.05","        850.00","        880.00","        844.30","        877.00","        876.75","        871.88","    2980306","          2598470295.60","     115102","    1657547","         55.62"
"HCLTECH","EQ","08-Nov-2017","        876.75","        882.00","        884.75","        865.35","        877.35","        878.60","        872.29","    1910907","          1666861548.00","      66820","    1480550","         77.48"
"HCLTECH","EQ","09-Nov-2017","        878.60","        879.50","        888.45","        872.45","        878.00","        875.95","        880.15","     800226","           704322510.85","      31012","     474918","         59.35"
